Player_A,Player_B,Team,Minutes_Together,Net_Rating
G. Trent Jr.,O. Agbaji,TOR,243.375,-10.666666666666666
K. Williams,C. Wallace,OKC,243.006666,4.375
M. Bamba,T. Maxey,PHI,242.986667,1.625
J. Butler,J. Richardson,MIA,242.89666499999998,6.2
J. Walker,D. Reath,POR,242.536667,-1.3636363636363635
M. Brogdon,M. Thybulle,POR,242.343333,-3.2222222222222223
D. Robinson,N. Jovic,MIA,242.298333,-0.5
A. Holiday,J. Smith Jr.,HOU,241.993334,-0.4444444444444444
D. Smith Jr.,C. Thomas,BKN,241.735001,2.909090909090909
T. Horton-Tucker,W. Kessler,UTA,241.101666,2.7142857142857144
J. Green,C. Whitmore,HOU,241.096667,3.8
J. Hayes,A. Reaves,LAL,240.726666,-2.909090909090909
J. Walker,K. Murray,POR,240.54833399999998,-9.375
J. Ingles,M. Fultz,ORL,240.259999,1.625
Z. Collins,V. Wembanyama,SAS,239.961665,-8.0
P. Beverley,B. Portis,MIL,239.606667,-5.888888888888889
G. Harris,J. Isaac,ORL,239.211667,13.25
B. Ingram,N. Marshall,NOP,239.195,0.25
K. Olynyk,I. Quickley,TOR,236.391667,-15.4
T. Young,G. Mathews,ATL,236.376667,7.333333333333333
T. Harris,M. Bamba,PHI,236.166666,-0.5
L. Ball,B. Miller,CHA,235.718333,-4.333333333333333
D. Russell,M. Christie,LAL,234.968333,0.25
A. Nesmith,B. Mathurin,IND,234.966665,-3.4
B. Brown,G. Dick,TOR,234.92499899999999,-13.11111111111111
M. Thybulle,S. Sharpe,POR,233.536667,-5.0
P. Washington,L. Ball,CHA,232.971667,-6.833333333333333
R. Jackson,Z. Nnaji,DEN,232.891667,-10.4
C. McCollum,D. Daniels,NOP,232.885,0.5454545454545454
T. Harris,B. Hield,PHI,232.823333,0.625
Z. LaVine,P. Williams,CHI,232.60833300000002,1.2
M. Brogdon,J. Walker,POR,232.333333,-1.4285714285714286
P. Beverley,T. Harris,PHI,231.483335,1.2727272727272727
B. Portis,M. Beauchamp,MIL,230.805001,4.555555555555555
T. McConnell,I. Jackson,IND,230.79166700000002,6.0
J. McLaughlin,N. Alexander-Walker,MIN,230.318334,4.0
K. Lowry,M. Bamba,PHI,230.316666,4.833333333333333
D. Exum,D. Lively II,DAL,229.810002,7.090909090909091
J. Carter,A. Dosunmu,CHI,228.501666,-2.5555555555555554
K. Lowry,H. Highsmith,MIA,228.143333,7.75
H. Barnes,C. Duarte,SAC,227.866667,-5.6
S. Curry,M. Moody,GSW,227.208334,3.3636363636363638
P. Beverley,G. Antetokounmpo,MIL,227.016666,-5.375
P. Beverley,T. Maxey,PHI,226.943334,5.909090909090909
M. Bridges,D. Sharpe,BKN,226.558333,2.1
K. Olynyk,L. Markkanen,UTA,226.516666,7.571428571428571
D. Jordan,R. Jackson,DEN,226.403333,-1.75
D. Banton,K. Murray,POR,226.003334,-4.888888888888889
O. Toppin,J. Smith,IND,225.283333,4.888888888888889
D. Smith Jr.,M. Bridges,BKN,225.203335,-1.5833333333333333
R. O'Neale,N. Claxton,BKN,224.898334,-2.25
M. Brogdon,A. Simons,POR,224.425,-0.8333333333333334
K. Irving,D. Powell,DAL,224.409999,2.5454545454545454
A. Holiday,J. Tate,HOU,224.305,6.8
K. Porzingis,P. Pritchard,BOS,224.24,1.3333333333333333
R. Barrett,I. Quickley,NYK,224.063333,4.833333333333333
P. George,M. Plumlee,LAC,224.05166599999998,18.0
D. Powell,J. Green,DAL,223.289999,-3.1
C. Sexton,T. Horton-Tucker,UTA,223.19,5.857142857142857
J. Kuminga,M. Moody,GSW,223.106665,1.625
J. Green,A. Holiday,HOU,223.01166700000002,3.625
T. Murphy III,D. Daniels,NOP,222.146667,2.5454545454545454
D. White,L. Kornet,BOS,222.098333,4.909090909090909
K. Leonard,M. Plumlee,LAC,221.733333,17.25
J. Collins,T. Hendricks,UTA,221.481666,-7.25
L. Nance Jr.,N. Marshall,NOP,221.426668,5.875
T. Hardaway Jr.,D. Exum,DAL,220.296669,5.9
A. Nembhard,B. Mathurin,IND,219.14333299999998,-6.571428571428571
J. McLaughlin,N. Reid,MIN,218.820001,7.4
B. Fernando,G. Mathews,ATL,218.505001,-4.111111111111111
J. Collins,W. Kessler,UTA,218.303333,-12.5
D. Smith Jr.,N. Claxton,BKN,217.643334,0.2222222222222222
C. Cunningham,S. Fontecchio,DET,216.435,9.666666666666666
J. Ivey,S. Fontecchio,DET,216.435,9.666666666666666
K. Olynyk,B. Brown,TOR,216.26833299999998,-15.375
I. Quickley,G. Dick,TOR,216.186667,-14.0
D. Daniels,J. Hawkins,NOP,216.088332,4.090909090909091
S. Gilgeous-Alexander,A. Wiggins,OKC,215.706667,5.714285714285714
C. Osman,Z. Collins,SAS,215.575,-11.2
G. Allen,J. Okogie,PHX,215.57,12.166666666666666
K. Oubre Jr.,D. Melton,PHI,215.54,12.0
K. Irving,D. Exum,DAL,215.416669,5.777777777777778
L. Kennard,J. Jackson Jr.,MEM,215.323333,-2.9
C. Payne,P. Connaughton,MIL,214.93,-3.4444444444444446
A. Davis,J. Vanderbilt,LAL,214.831667,4.222222222222222
L. James,S. Dinwiddie,LAL,214.686666,8.0
O. Toppin,I. Jackson,IND,214.276667,-0.5
D. Bertans,B. Miller,CHA,214.185,-5.333333333333333
V. Micic,N. Richards,CHA,214.133333,-9.5
P. Washington,M. Williams,CHA,213.813333,-3.8333333333333335
O. Toppin,A. Nesmith,IND,213.518334,3.25
S. Dinwiddie,T. Prince,LAL,213.466665,8.25
J. Holiday,C. Braun,DEN,213.415001,-2.2857142857142856
K. Dunn,W. Kessler,UTA,212.13,2.4
N. Batum,B. Hield,PHI,212.056667,-1.5555555555555556
D. Hunter,G. Mathews,ATL,211.866667,-5.375
K. Lowry,K. Love,MIA,211.83166699999998,6.142857142857143
P. Washington,N. Richards,CHA,211.471668,-3.6
M. Bagley III,D. Avdija,WAS,211.246666,-5.375
D. Banton,J. Walker,POR,210.961667,-9.6
L. Kennard,V. Williams Jr.,MEM,210.773333,1.0
D. Saric,J. Kuminga,GSW,210.403333,1.5714285714285714
L. James,C. Wood,LAL,210.398333,2.0
B. Bogdanovic,I. Stewart,DET,210.183334,-1.1428571428571428
J. Valanciunas,N. Marshall,NOP,208.710001,4.0
D. Powell,L. Doncic,DAL,208.288332,-5.333333333333333
C. McCollum,N. Marshall,NOP,208.038334,0.5454545454545454
Z. Williamson,J. Hawkins,NOP,208.030001,-0.9166666666666666
T. Haliburton,J. Smith,IND,207.220001,5.25
F. Wagner,C. Houstan,ORL,207.19500200000002,3.5
J. Hart,R. Barrett,NYK,207.058333,3.6
C. LeVert,D. Wade,CLE,206.913333,5.125
K. Huerter,D. Mitchell,SAC,206.536666,-12.75
L. James,J. Vanderbilt,LAL,206.463333,4.111111111111111
N. Richards,B. McGowens,CHA,206.311668,-15.25
B. Ingram,J. Alvarado,NOP,205.423332,5.0
R. Jackson,J. Murray,DEN,205.421667,1.0
N. Marshall,J. Hawkins,NOP,205.121667,3.25
L. Nance Jr.,J. Alvarado,NOP,204.98833299999998,5.25
A. Reaves,M. Christie,LAL,204.853333,0.1
S. Henderson,R. Rupert,POR,204.54999999999998,-18.8
C. Okeke,C. Houstan,ORL,204.443333,-3.0
C. Anthony,A. Black,ORL,204.393333,4.5
L. Ball,M. Williams,CHA,204.355,-3.25
F. VanVleet,A. Holiday,HOU,204.316667,10.666666666666666
J. Duren,S. Fontecchio,DET,203.548333,11.5
J. Landale,J. Green,HOU,203.316667,2.625
J. Smith Jr.,C. Whitmore,HOU,203.108334,3.75
T. Rozier,J. Jaquez Jr.,MIA,203.099998,1.0
A. Nembhard,J. Smith,IND,203.04500000000002,-0.7777777777777778
W. Carter Jr.,C. Anthony,ORL,202.956667,0.4444444444444444
J. Ivey,M. Sasser,DET,202.566667,-1.6
D. Gafford,C. Kispert,WAS,202.003333,-6.0
T. McConnell,B. Hield,IND,201.963333,-0.25
D. Jordan,P. Watson,DEN,201.878332,-0.8333333333333334
J. Holiday,M. Porter Jr.,DEN,201.755,10.0
D. Jordan,C. Braun,DEN,201.20166600000002,-5.5
A. Holiday,A. Sengun,HOU,200.920001,6.875
C. Anthony,C. Houstan,ORL,200.863334,-1.4545454545454546
R. Jackson,J. Strawther,DEN,200.713333,-1.6
K. Lowry,C. Martin,MIA,199.705,6.8
J. Konchar,V. Williams Jr.,MEM,199.515,-1.1428571428571428
D. Bane,S. Aldama,MEM,198.719999,-4.4
J. Grant,D. Reath,POR,198.53833400000002,-10.125
M. Bagley III,J. Poole,WAS,198.229999,-6.285714285714286
J. Green,T. Eason,HOU,198.093333,2.7142857142857144
A. Thompson,C. Whitmore,HOU,197.911667,-0.625
J. Giddey,A. Wiggins,OKC,197.70499999999998,9.2
M. Kleber,J. Green,DAL,197.561665,1.4285714285714286
E. Gordon,R. O'Neale,PHX,196.98333300000002,6.4
K. Williams,J. Williams,OKC,196.93,9.0
J. Jackson Jr.,Z. Williams,MEM,196.81,-6.857142857142857
A. Drummond,D. Terry,CHI,196.255,2.888888888888889
L. Kennard,S. Aldama,MEM,195.971667,-5.125
B. Bogdanovic,D. DiVincenzo,NYK,195.728334,-9.625
D. Garland,D. Wade,CLE,195.631667,1.1428571428571428
A. Len,D. Fox,SAC,195.203332,7.636363636363637
J. Smith,B. Sheppard,IND,195.183333,11.714285714285714
D. Hunter,O. Okongwu,ATL,195.066666,-2.8333333333333335
J. Champagnie,M. Branham,SAS,194.930001,-3.5714285714285716
M. Bridges,A. Pokusevski,CHA,194.533334,-7.2
I. Okoro,S. Merrill,CLE,194.526667,3.0
G. Mathews,O. Okongwu,ATL,194.443334,10.4
K. Olynyk,T. Horton-Tucker,UTA,194.221666,7.0
D. Lillard,A. Jackson Jr.,MIL,193.103335,-1.1428571428571428
B. Lopez,P. Beverley,MIL,192.77,0.875
D. Ayton,D. Banton,POR,192.76833399999998,-7.428571428571429
L. Markkanen,T. Horton-Tucker,UTA,192.583333,-1.25
J. Brown,L. Kornet,BOS,192.309999,1.6
K. Anderson,S. Milton,MIN,192.185,0.2222222222222222
O. Yurtseven,K. George,UTA,191.75,-13.5
P. Beverley,P. Connaughton,MIL,191.673333,-8.666666666666666
D. Vassell,B. Wesley,SAS,191.528333,-5.375
G. Hayward,L. Ball,CHA,191.305,-6.333333333333333
D. Banton,S. Henderson,POR,191.275,-12.5
J. Landale,A. Thompson,HOU,190.938333,2.75
B. Bogdanovic,P. Achiuwa,NYK,190.47,-13.571428571428571
M. Morris Sr.,T. Maxey,PHI,190.208332,3.111111111111111
M. Plumlee,A. Coffey,LAC,190.071666,1.7142857142857142
B. Hield,J. Smith,IND,189.433334,0.8
M. Brogdon,S. Henderson,POR,188.878333,-2.6666666666666665
K. Murray,R. Rupert,POR,188.688333,-3.5
B. McGowens,B. Miller,CHA,188.628334,-13.5
R. Hachimura,J. Hayes,LAL,188.498333,1.375
B. Ingram,J. Hawkins,NOP,188.283332,-1.7777777777777777
D. Robinson,T. Herro,MIA,187.855,-2.2
M. Monk,C. Duarte,SAC,187.748333,0.0
M. Wagner,C. Houstan,ORL,187.73000100000002,-0.2
K. Middleton,C. Payne,MIL,185.743334,5.0
T. Lyles,D. Mitchell,SAC,185.621668,14.857142857142858
K. Love,C. Martin,MIA,185.306667,9.375
D. Gallinari,C. Kispert,WAS,185.301667,-3.5555555555555554
I. Hartenstein,Q. Grimes,NYK,184.61,7.75
J. Clarkson,T. Horton-Tucker,UTA,184.239999,-4.857142857142857
S. Dinwiddie,D. Sharpe,BKN,183.761666,8.428571428571429
T. Hardaway Jr.,P. Washington,DAL,183.213333,5.625
M. Plumlee,N. Powell,LAC,183.058332,6.142857142857143
C. Wood,T. Prince,LAL,182.961666,-2.875
G. Antetokounmpo,M. Beauchamp,MIL,182.953335,4.285714285714286
K. Olynyk,R. Barrett,TOR,182.903333,-4.8
K. Olynyk,S. Fontecchio,UTA,182.813332,-0.42857142857142855
J. Suggs,C. Houstan,ORL,182.04333400000002,-2.6
A. Wiggins,M. Moody,GSW,182.026667,1.0
G. Williams,N. Richards,CHA,181.966666,-13.75
G. Mathews,S. Bey,ATL,181.783334,-2.8333333333333335
T. Rozier,M. Williams,CHA,181.586667,-7.0
D. DeRozan,D. Terry,CHI,181.538333,3.75
K. Anderson,J. McLaughlin,MIN,181.22,5.142857142857143
I. Quickley,O. Agbaji,TOR,181.096667,-11.5
P. Washington,J. Green,DAL,180.813333,-2.75
K. Hayes,J. Ivey,DET,180.78,-4.142857142857143
F. VanVleet,J. Landale,HOU,180.753333,9.428571428571429
B. Bogdanovic,K. Hayes,DET,180.313334,-9.571428571428571
J. Strawther,P. Watson,DEN,179.891666,-0.75
M. McBride,J. Sims,NYK,179.886667,-0.2857142857142857
L. Shamet,C. Kispert,WAS,179.851667,3.888888888888889
I. Jackson,B. Mathurin,IND,179.246667,-1.5714285714285714
J. Strawther,C. Braun,DEN,179.215,-7.75
T. Lyles,K. Huerter,SAC,179.10666700000002,11.375
J. Ingles,A. Black,ORL,178.761667,18.6
J. Valanciunas,J. Alvarado,NOP,178.691666,7.222222222222222
C. Martin,N. Jovic,MIA,178.591667,7.0
K. Lowry,N. Batum,PHI,178.408333,2.875
J. Holiday,J. Murray,DEN,178.093333,3.2
A. Drummond,T. Craig,CHI,178.083333,-1.875
I. Smith,B. Miller,CHA,177.723333,-7.666666666666667
T. Thompson,G. Niang,CLE,177.666667,4.125
S. Milton,N. Reid,MIN,177.535,-0.375
D. Green,K. Looney,GSW,177.51666699999998,-6.0
D. Powell,D. Jones Jr.,DAL,177.378332,-3.7142857142857144
Z. LaVine,T. Craig,CHI,177.29000000000002,-14.25
G. Antetokounmpo,A. Jackson Jr.,MIL,177.223334,-0.7142857142857143
A. Caruso,J. Carter,CHI,176.873333,5.833333333333333
C. Osman,B. Wesley,SAS,176.72999900000002,-7.2
I. Smith,P. Washington,CHA,176.461667,-4.1
J. Wiseman,J. Ivey,DET,176.255,-1.7
G. Mathews,J. Johnson,ATL,175.873334,0.0
K. Love,J. Richardson,MIA,175.566666,8.166666666666666
D. Exum,D. Jones Jr.,DAL,175.318334,8.714285714285714
K. George,B. Sensabaugh,UTA,175.263333,-10.25
J. Carter,C. White,CHI,175.233335,5.875
A. Caruso,T. Craig,CHI,174.983333,-1.7142857142857142
M. Wagner,A. Black,ORL,174.536667,8.0
J. Jackson Jr.,D. Roddy,MEM,174.141666,-4.333333333333333
M. Bagley III,C. Cunningham,DET,173.973334,-4.666666666666667
M. Bagley III,B. Coulibaly,WAS,173.786665,-5.125
M. Branham,B. Wesley,SAS,173.70333300000001,-4.166666666666667
D. Finney-Smith,D. Smith Jr.,BKN,173.356668,-0.3333333333333333
J. Walker,R. Rupert,POR,173.33333299999998,-25.0
R. Hachimura,C. Reddish,LAL,172.918332,7.833333333333333
L. Markkanen,O. Agbaji,UTA,172.885,-9.25
K. Kuzma,L. Shamet,WAS,172.46,0.7777777777777778
J. Jackson Jr.,G. Jackson,MEM,172.254998,-5.2727272727272725
B. Simmons,C. Thomas,BKN,172.241667,-12.2
B. Simmons,M. Bridges,BKN,172.241667,-12.2
D. Finney-Smith,D. Sharpe,BKN,170.8,3.4285714285714284
F. VanVleet,T. Eason,HOU,170.518334,5.285714285714286
P. Achiuwa,S. Barnes,TOR,170.32,0.0
M. Bagley III,C. Kispert,WAS,170.086666,-4.222222222222222
D. Theis,T. Mann,LAC,168.788333,-2.0
K. Thompson,M. Moody,GSW,168.620001,-2.625
D. Gallinari,B. Coulibaly,WAS,168.495,-2.875
M. Flynn,S. Barnes,TOR,168.263333,-0.5714285714285714
I. Joe,A. Wiggins,OKC,168.248334,5.0
K. Williams,L. Dort,OKC,168.223334,3.875
D. Wright,C. Kispert,WAS,168.12,4.0
P. Connaughton,A. Green,MIL,167.768333,9.333333333333334
B. Portis,A. Green,MIL,167.768333,9.333333333333334
G. Trent Jr.,P. Achiuwa,TOR,167.428334,0.8571428571428571
H. Jones,J. Alvarado,NOP,167.378332,10.666666666666666
L. Dort,A. Wiggins,OKC,167.208333,9.0
B. Biyombo,M. Smart,MEM,167.20166600000002,-1.4285714285714286
T. Rozier,H. Highsmith,MIA,166.989999,-1.5
B. Bogdanovic,B. Fernando,ATL,166.94,1.7777777777777777
G. Harris,G. Bitadze,ORL,166.623334,9.0
J. Nurkic,K. Bates-Diop,PHX,166.51,7.666666666666667
T. Hardaway Jr.,D. Gafford,DAL,165.83166599999998,2.2222222222222223
M. Thybulle,T. Camara,POR,165.775001,0.5
T. Rozier,B. McGowens,CHA,165.593333,-3.857142857142857
M. Fultz,M. Wagner,ORL,165.314999,1.4
T. Thompson,S. Merrill,CLE,165.306667,7.714285714285714
J. Wiseman,M. Sasser,DET,165.185,-4.555555555555555
J. Vanderbilt,A. Reaves,LAL,165.18,2.5714285714285716
D. Lillard,M. Beauchamp,MIL,165.170001,4.714285714285714
H. Jones,J. Hawkins,NOP,164.526666,-6.0
K. Murray,D. Reath,POR,163.731667,-1.375
D. Bertans,V. Micic,CHA,163.373334,-8.4
Z. Collins,B. Wesley,SAS,163.326666,-4.5
T. McConnell,A. Nesmith,IND,163.188333,-0.8
M. Plumlee,T. Mann,LAC,163.086667,32.0
A. Len,M. Monk,SAC,162.976665,6.222222222222222
D. Murray,B. Fernando,ATL,162.9,-6.714285714285714
K. Knox II,J. Ivey,DET,162.38999900000002,-0.75
B. Brown,S. Barnes,TOR,162.12,-7.5
C. Martin,H. Highsmith,MIA,162.03,3.6666666666666665
S. Curry,D. Saric,GSW,161.776666,-4.142857142857143
V. Micic,A. Pokusevski,CHA,161.533334,-4.5
M. Morris Sr.,P. Reed,PHI,161.503333,2.625
C. Sexton,B. Sensabaugh,UTA,161.066666,-9.0
P. Beverley,K. Oubre Jr.,PHI,161.021667,1.625
G. Bitadze,C. Houstan,ORL,160.659999,-8.6
R. Westbrook,T. Mann,LAC,160.528333,3.5
D. Schroder,C. Johnson,BKN,160.438333,-6.25
P. Achiuwa,J. Sims,NYK,160.353333,10.6
B. Brown,G. Trent Jr.,TOR,160.088334,-11.857142857142858
B. Brown,O. Agbaji,TOR,160.085,-13.5
M. Monk,A. Vezenkov,SAC,159.278332,4.25
B. Hield,I. Jackson,IND,159.051667,1.1666666666666667
C. Payne,P. Reed,PHI,158.64,2.5714285714285716
T. Young,S. Barnes,TOR,158.483334,-0.7142857142857143
M. Bagley III,I. Stewart,DET,158.106667,-1.0
S. Pippen Jr.,G. Jackson,MEM,158.066666,-1.75
D. Exum,P. Washington,DAL,157.971668,4.166666666666667
P. Beverley,P. Reed,PHI,157.483334,3.625
J. Richardson,T. Herro,MIA,156.304999,-0.5714285714285714
J. Richardson,H. Highsmith,MIA,155.89,0.375
W. Carter Jr.,A. Black,ORL,155.676667,-7.6
D. Bertans,T. Mann,CHA,155.4,-10.0
T. Jones,L. Shamet,WAS,155.293333,1.125
M. Morris,A. Edwards,MIN,155.021667,5.333333333333333
J. Collins,T. Horton-Tucker,UTA,154.969999,-5.8
I. Smith,N. Richards,CHA,154.948334,-10.0
C. Anthony,J. Suggs,ORL,154.591667,-8.833333333333334
D. McDermott,T. Jones,SAS,154.479999,0.0
P. Beverley,D. Lillard,MIL,154.183333,1.5714285714285714
B. Simmons,D. Finney-Smith,BKN,153.825,-12.0
P. Achiuwa,M. Flynn,TOR,153.636667,1.1666666666666667
D. McDermott,V. Wembanyama,SAS,153.08666499999998,-1.2857142857142858
D. Powell,G. Williams,DAL,152.904999,-8.857142857142858
D. Booker,J. Okogie,PHX,151.993332,6.8
S. Barnes,G. Dick,TOR,151.969999,-10.333333333333334
B. Lopez,A. Jackson Jr.,MIL,151.778334,-2.8333333333333335
Z. Collins,J. Champagnie,SAS,151.656666,-5.6
K. Love,D. Robinson,MIA,150.93,6.714285714285714
A. Horford,L. Kornet,BOS,150.816667,1.2857142857142858
T. Brown Jr.,J. Ivey,DET,150.516667,-12.333333333333334
P. Beverley,J. Embiid,PHI,150.10666700000002,5.571428571428571
T. Craig,J. Carter,CHI,149.533333,-3.5
C. McCollum,J. Hawkins,NOP,149.086667,1.625
J. LaRavia,G. Jackson,MEM,148.993333,3.125
D. Russell,J. Vanderbilt,LAL,148.848333,8.833333333333334
D. Mitchell,S. Merrill,CLE,148.45000000000002,2.0
G. Trent Jr.,M. Flynn,TOR,148.18,1.0
G. Bitadze,C. Okeke,ORL,148.159999,-6.0
B. Fernando,J. Johnson,ATL,148.148333,-0.2857142857142857
G. Jackson,T. Jemison,MEM,148.033333,0.875
A. Holiday,J. Green,HOU,147.69833400000002,1.5
D. Melton,P. Reed,PHI,146.956666,7.25
D. Green,T. Jackson-Davis,GSW,146.949999,9.2
O. Brissett,S. Hauser,BOS,146.93,6.375
D. Garland,S. Merrill,CLE,146.903333,-1.375
N. Jovic,J. Jaquez Jr.,MIA,146.461666,4.666666666666667
G. Antetokounmpo,A. Green,MIL,146.451666,0.0
C. Payne,B. Hield,PHI,145.94,1.6666666666666667
K. Knox II,J. Duren,DET,145.706666,-2.3333333333333335
P. Beverley,M. Morris Sr.,PHI,145.308333,6.285714285714286
R. O'Neale,D. Eubanks,PHX,145.295,2.875
A. Nembhard,O. Toppin,IND,145.165,-0.42857142857142855
A. Sengun,A. Thompson,HOU,145.160001,2.0
D. Bane,D. Roddy,MEM,145.074999,0.0
D. Ayton,R. Rupert,POR,144.76666699999998,-20.333333333333332
D. Vassell,D. Barlow,SAS,144.296667,-3.4285714285714284
J. Murray,Z. Nnaji,DEN,144.11,-6.333333333333333
L. Markkanen,T. Hendricks,UTA,144.098333,-6.25
A. Holiday,C. Whitmore,HOU,143.803333,2.6
J. McGee,M. Monk,SAC,143.545,4.833333333333333
H. Barnes,T. Lyles,SAC,143.465001,1.0
M. Conley,J. McLaughlin,MIN,143.25,8.166666666666666
D. Smith Jr.,L. Walker IV,BKN,143.198334,0.8571428571428571
J. Ingles,J. Suggs,ORL,142.243334,3.5714285714285716
G. Payton II,J. Kuminga,GSW,142.04,1.4
D. Sharpe,C. Thomas,BKN,141.931666,-0.8571428571428571
A. Holiday,A. Thompson,HOU,141.35500000000002,1.2
T. Thompson,C. LeVert,CLE,141.171667,6.0
D. Bertans,N. Richards,CHA,141.066666,-5.0
D. Banton,D. Reath,POR,140.88,-6.571428571428571
K. Dunn,K. George,UTA,140.208333,3.3333333333333335
A. Davis,C. Wood,LAL,139.938333,-3.1666666666666665
O. Brissett,P. Pritchard,BOS,139.713333,7.125
K. Lowry,J. Richardson,MIA,139.625,-0.5714285714285714
T. Hendricks,B. Sensabaugh,UTA,139.57999999999998,-15.833333333333334
D. Fox,A. Vezenkov,SAC,139.565,9.166666666666666
D. Green,M. Moody,GSW,139.513334,8.333333333333334
D. Brooks,A. Holiday,HOU,139.321667,4.0
C. Paul,D. Green,GSW,139.136665,-0.42857142857142855
D. Jones Jr.,M. Kleber,DAL,139.106666,5.333333333333333
R. Covington,T. Maxey,PHI,138.823333,2.2
D. Robinson,O. Robinson,MIA,138.175,8.333333333333334
C. Martin,O. Robinson,MIA,138.175,8.333333333333334
M. Robinson,I. Quickley,NYK,138.156667,5.0
G. Hayward,S. Gilgeous-Alexander,OKC,138.12,1.8571428571428572
J. Holiday,A. Gordon,DEN,137.97,0.5
A. Burks,J. Hart,NYK,137.946666,-6.6
J. Valančiūnas,T. Murphy III,NOP,137.73,11.5
W. Matthews,B. Bogdanovic,ATL,137.571666,0.8
S. Curry,G. Payton II,GSW,137.553333,8.714285714285714
K. Johnson,D. Barlow,SAS,137.198333,-5.714285714285714
K. Looney,M. Moody,GSW,137.181667,-3.1666666666666665
G. Allen,K. Bates-Diop,PHX,137.176667,7.4
C. Boucher,S. Barnes,TOR,137.043333,-2.142857142857143
G. Williams,A. Pokusevski,CHA,136.933334,-17.666666666666668
M. Kleber,P. Washington,DAL,136.35333400000002,20.5
L. Nance Jr.,D. Daniels,NOP,135.874999,2.5555555555555554
P. Connaughton,M. Beauchamp,MIL,135.691667,-2.25
M. Bridges,L. Walker IV,BKN,134.963334,2.4285714285714284
D. Wright,B. Coulibaly,WAS,134.886667,2.8
B. Brown,A. Nembhard,IND,134.566667,-2.0
R. O'Neale,D. Sharpe,BKN,134.438333,3.142857142857143
D. Bane,Z. Williams,MEM,134.036666,-6.5
A. Burks,B. Bogdanovic,NYK,133.92,-5.4
J. Grant,S. Mays,POR,133.853334,-6.25
X. Tillman,D. Bane,MEM,133.755,-2.0
S. Aldama,G. Jackson,MEM,133.533332,-7.0
J. Morant,D. Bane,MEM,133.366667,0.5
J. Jackson Jr.,J. Morant,MEM,133.366667,0.5
P. Washington,D. Lively II,DAL,132.633334,2.0
Q. Grimes,I. Quickley,NYK,132.26666600000001,1.1666666666666667
J. Goodwin,G. Jackson,MEM,131.92166699999999,1.1428571428571428
P. Siakam,B. Mathurin,IND,131.771666,-7.0
D. Brooks,J. Landale,HOU,131.34,-2.0
M. Sasser,A. Thompson,DET,131.298334,-1.0
S. Henderson,S. Sharpe,POR,131.285,-8.2
R. Holmes,J. Poole,WAS,130.91666700000002,-3.8
Q. Grimes,M. McBride,NYK,130.908333,0.2
R. Gobert,J. McLaughlin,MIN,130.891667,4.5
D. Theis,K. Brown,LAC,130.62,-7.666666666666667
M. Bagley III,A. Thompson,DET,130.556667,-6.25
A. Len,T. Lyles,SAC,130.499999,11.428571428571429
D. Fox,D. Mitchell,SAC,130.375,18.2
K. Towns,T. Brown Jr.,MIN,130.366667,7.8
J. Carter,P. Williams,CHI,130.366666,2.4
M. Bridges,L. Ball,CHA,130.258333,-2.75
L. Shamet,B. Coulibaly,WAS,130.183334,6.833333333333333
J. Jackson Jr.,X. Tillman,MEM,130.071667,-3.6
J. McGee,D. Fox,SAC,130.036667,5.2
G. Niang,C. Porter Jr.,CLE,129.75,7.833333333333333
J. Jackson Jr.,J. Gilyard,MEM,129.433332,-2.8333333333333335
S. Fontecchio,A. Thompson,DET,129.4,2.5
G. Hayward,N. Richards,CHA,129.371667,-4.25
D. Russell,C. Wood,LAL,129.368334,-6.6
P. Washington,B. McGowens,CHA,129.136668,-3.142857142857143
B. Bogdanovic,T. Forrest,ATL,128.216667,0.8333333333333334
C. Martin,T. Mann,CHA,128.07999999999998,-9.333333333333334
J. Okogie,D. Eubanks,PHX,128.073334,4.285714285714286
M. Fultz,J. Isaac,ORL,127.995,16.333333333333332
R. Westbrook,M. Plumlee,LAC,127.876666,7.0
L. Ball,N. Richards,CHA,127.718334,-11.5
M. Brogdon,D. Reath,POR,127.353334,1.6
M. Bagley III,L. Shamet,WAS,127.346667,4.333333333333333
S. Merrill,C. Porter Jr.,CLE,127.166667,7.166666666666667
P. Siakam,P. Achiuwa,TOR,127.05499999999999,4.0
L. Kennard,J. Konchar,MEM,126.44833299999999,4.6
M. Strus,S. Merrill,CLE,126.25,4.6
J. Smith,B. Mathurin,IND,126.064999,2.6
K. Huerter,K. Ellis,SAC,125.97333300000001,10.0
R. Gobert,T. Brown Jr.,MIN,125.86,13.6
C. Martin,P. Washington,CHA,125.775,-9.333333333333334
M. Bridges,M. Williams,CHA,125.628333,-1.25
C. Wood,R. Hachimura,LAL,125.49166600000001,7.333333333333333
J. Goodwin,T. Jemison,MEM,125.366668,-1.6666666666666667
N. Vucevic,A. Drummond,CHI,125.32,1.6666666666666667
O. Anunoby,Q. Grimes,NYK,125.31666700000001,18.0
A. Holiday,T. Eason,HOU,125.291667,9.2
K. Oubre Jr.,C. Payne,PHI,125.023332,0.16666666666666666
A. Dosunmu,D. Terry,CHI,125.0,-3.6666666666666665
T. Rozier,T. Herro,MIA,124.951666,4.666666666666667
W. Kessler,T. Hendricks,UTA,124.546667,-5.857142857142857
K. Dunn,T. Hendricks,UTA,124.453333,2.5
