Lineup_Players,Team,Games,Minutes,Plus_Minus,Player_1,Player_2,Player_3,Player_4,Player_5
S. Dinwiddie - R. O'Neale - D. Finney-Smith - M. Bridges - D. Sharpe,BKN,11,22.975,-13.0,S. Dinwiddie,R. O'Neale,D. Finney-Smith,M. Bridges,D. Sharpe
D. Avdija - A. Gill - C. Kispert - J. Davis - P. Baldwin Jr.,WAS,3,22.916667,-11.0,D. Avdija,A. Gill,C. Kispert,J. Davis,P. Baldwin Jr.
K. Durant - E. Gordon - J. Nurkic - R. O'Neale - G. Allen,PHX,4,22.915,30.0,K. Durant,E. Gordon,J. Nurkic,R. O'Neale,G. Allen
J. Green - D. Brooks - J. Green - J. Smith Jr. - A. Thompson,HOU,5,22.911667,2.0,J. Green,D. Brooks,J. Green,J. Smith Jr.,A. Thompson
S. Curry - K. Thompson - A. Wiggins - K. Looney - M. Moody,GSW,8,22.883333,-10.0,S. Curry,K. Thompson,A. Wiggins,K. Looney,M. Moody
I. Smith - M. Bridges - P. Washington - B. McGowens - B. Miller,CHA,10,22.866667,-4.0,I. Smith,M. Bridges,P. Washington,B. McGowens,B. Miller
J. Green - R. Bullock Jr. - A. Holiday - J. Tate - J. Smith Jr.,HOU,7,22.85,0.0,J. Green,R. Bullock Jr.,A. Holiday,J. Tate,J. Smith Jr.
I. Smith - T. Rozier - M. Bridges - J. Thor - N. Mensah,CHA,7,22.85,-25.0,I. Smith,T. Rozier,M. Bridges,J. Thor,N. Mensah
G. Temple - I. Quickley - O. Agbaji - G. Dick - M. Williams,TOR,1,22.845,-5.0,G. Temple,I. Quickley,O. Agbaji,G. Dick,M. Williams
D. Lillard - J. Crowder - B. Portis - P. Connaughton - M. Beasley,MIL,7,22.816667,-14.0,D. Lillard,J. Crowder,B. Portis,P. Connaughton,M. Beasley
T. Thompson - D. Jones - G. Niang - S. Merrill - C. Porter Jr.,CLE,4,22.816667,-1.0,T. Thompson,D. Jones,G. Niang,S. Merrill,C. Porter Jr.
J. Isaac - M. Wagner - C. Anthony - F. Wagner - C. Houstan,ORL,2,22.78,15.0,J. Isaac,M. Wagner,C. Anthony,F. Wagner,C. Houstan
J. Hart - J. Brunson - D. DiVincenzo - M. McBride - J. Sims,NYK,6,22.773333,-10.0,J. Hart,J. Brunson,D. DiVincenzo,M. McBride,J. Sims
D. DeRozan - A. Drummond - C. White - P. Williams - A. Dosunmu,CHI,13,22.751667,-20.0,D. DeRozan,A. Drummond,C. White,P. Williams,A. Dosunmu
C. McCollum - L. Nance Jr. - Z. Williamson - T. Murphy III - D. Daniels,NOP,5,22.75,-12.0,C. McCollum,L. Nance Jr.,Z. Williamson,T. Murphy III,D. Daniels
G. Niang - D. Mitchell - J. Allen - I. Okoro - S. Merrill,CLE,13,22.75,15.0,G. Niang,D. Mitchell,J. Allen,I. Okoro,S. Merrill
G. Harris - W. Carter Jr. - C. Anthony - F. Wagner - P. Banchero,ORL,9,22.746667,-4.0,G. Harris,W. Carter Jr.,C. Anthony,F. Wagner,P. Banchero
B. Bogdanovic - D. Murray - T. Young - O. Okongwu - S. Bey,ATL,14,22.741667,-4.0,B. Bogdanovic,D. Murray,T. Young,O. Okongwu,S. Bey
J. Harden - K. Leonard - N. Powell - I. Zubac - A. Coffey,LAC,6,22.741667,13.0,J. Harden,K. Leonard,N. Powell,I. Zubac,A. Coffey
Z. Williams - S. Aldama - J. Goodwin - V. Williams Jr. - T. Jemison,MEM,2,22.716667,-11.0,Z. Williams,S. Aldama,J. Goodwin,V. Williams Jr.,T. Jemison
B. Fernando - T. Young - D. Hunter - G. Mathews - J. Johnson,ATL,2,22.7,-4.0,B. Fernando,T. Young,D. Hunter,G. Mathews,J. Johnson
P. George - N. Powell - D. Theis - A. Coffey - B. Hyland,LAC,5,22.683333,16.0,P. George,N. Powell,D. Theis,A. Coffey,B. Hyland
B. Lopez - D. Lillard - B. Portis - M. Beasley - M. Beauchamp,MIL,7,22.666667,19.0,B. Lopez,D. Lillard,B. Portis,M. Beasley,M. Beauchamp
J. Randle - I. Hartenstein - J. Hart - J. Brunson - Q. Grimes,NYK,12,22.658333,0.0,J. Randle,I. Hartenstein,J. Hart,J. Brunson,Q. Grimes
T. Hardaway Jr. - M. Kleber - L. Doncic - G. Williams - J. Green,DAL,9,22.62,-19.0,T. Hardaway Jr.,M. Kleber,L. Doncic,G. Williams,J. Green
J. Valanciunas - B. Ingram - N. Marshall - H. Jones - J. Hawkins,NOP,8,22.6,0.0,J. Valanciunas,B. Ingram,N. Marshall,H. Jones,J. Hawkins
T. Hardaway Jr. - D. Jones Jr. - M. Kleber - L. Doncic - J. Green,DAL,5,22.6,-26.0,T. Hardaway Jr.,D. Jones Jr.,M. Kleber,L. Doncic,J. Green
C. Paul - K. Thompson - D. Saric - T. Jackson-Davis - B. Podziemski,GSW,4,22.566667,-1.0,C. Paul,K. Thompson,D. Saric,T. Jackson-Davis,B. Podziemski
D. Theis - A. Coffey - X. Moon - B. Boston Jr. - K. Brown,LAC,3,22.566667,-8.0,D. Theis,A. Coffey,X. Moon,B. Boston Jr.,K. Brown
K. Irving - T. Hardaway Jr. - D. Powell - D. Jones Jr. - L. Doncic,DAL,7,22.555,13.0,K. Irving,T. Hardaway Jr.,D. Powell,D. Jones Jr.,L. Doncic
S. Curry - D. Green - A. Wiggins - G. Payton II - B. Podziemski,GSW,8,22.55,2.0,S. Curry,D. Green,A. Wiggins,G. Payton II,B. Podziemski
J. Grant - M. Brogdon - D. Ayton - M. Thybulle - J. Walker,POR,3,22.505,-17.0,J. Grant,M. Brogdon,D. Ayton,M. Thybulle,J. Walker
R. O'Neale - D. Smith Jr. - M. Bridges - D. Sharpe - C. Thomas,BKN,6,22.46,7.0,R. O'Neale,D. Smith Jr.,M. Bridges,D. Sharpe,C. Thomas
G. Hayward - S. Gilgeous-Alexander - L. Dort - C. Holmgren - J. Williams,OKC,7,22.435,-7.0,G. Hayward,S. Gilgeous-Alexander,L. Dort,C. Holmgren,J. Williams
T. Hardaway Jr. - S. Curry - D. Jones Jr. - L. Doncic - D. Lively II,DAL,6,22.433333,9.0,T. Hardaway Jr.,S. Curry,D. Jones Jr.,L. Doncic,D. Lively II
G. Hayward - T. Rozier - M. Bridges - P. Washington - B. Miller,CHA,7,22.395,-16.0,G. Hayward,T. Rozier,M. Bridges,P. Washington,B. Miller
K. Anderson - K. Towns - N. Alexander-Walker - A. Edwards - J. McDaniels,MIN,6,22.373333,2.0,K. Anderson,K. Towns,N. Alexander-Walker,A. Edwards,J. McDaniels
D. McDermott - Z. Collins - K. Johnson - M. Branham - J. Sochan,SAS,11,22.366667,1.0,D. McDermott,Z. Collins,K. Johnson,M. Branham,J. Sochan
D. Schroder - J. Poeltl - P. Siakam - S. Barnes - G. Dick,TOR,4,22.355,-25.0,D. Schroder,J. Poeltl,P. Siakam,S. Barnes,G. Dick
K. Olynyk - J. Clarkson - L. Markkanen - J. Collins - T. Horton-Tucker,UTA,8,22.298333,21.0,K. Olynyk,J. Clarkson,L. Markkanen,J. Collins,T. Horton-Tucker
K. Dunn - J. Collins - C. Sexton - T. Hendricks - K. George,UTA,8,22.266667,10.0,K. Dunn,J. Collins,C. Sexton,T. Hendricks,K. George
R. Gobert - K. Anderson - K. Towns - N. Alexander-Walker - A. Edwards,MIN,12,22.216667,-22.0,R. Gobert,K. Anderson,K. Towns,N. Alexander-Walker,A. Edwards
K. Durant - J. Nurkic - G. Allen - J. Okogie - J. Goodwin,PHX,6,22.183333,11.0,K. Durant,J. Nurkic,G. Allen,J. Okogie,J. Goodwin
B. Bogdanovic - T. Young - D. Hunter - O. Okongwu - J. Johnson,ATL,8,22.15,-3.0,B. Bogdanovic,T. Young,D. Hunter,O. Okongwu,J. Johnson
C. Capela - B. Bogdanovic - D. Murray - S. Bey - T. Forrest,ATL,8,22.15,-8.0,C. Capela,B. Bogdanovic,D. Murray,S. Bey,T. Forrest
J. Holiday - K. Caldwell-Pope - N. Jokic - J. Murray - M. Porter Jr.,DEN,4,22.15,13.0,J. Holiday,K. Caldwell-Pope,N. Jokic,J. Murray,M. Porter Jr.
S. Gilgeous-Alexander - I. Joe - C. Holmgren - J. Williams - C. Wallace,OKC,14,22.148333,7.0,S. Gilgeous-Alexander,I. Joe,C. Holmgren,J. Williams,C. Wallace
C. Paul - A. Wiggins - D. Saric - K. Looney - B. Podziemski,GSW,3,22.146667,-6.0,C. Paul,A. Wiggins,D. Saric,K. Looney,B. Podziemski
A. Horford - J. Brown - D. White - P. Pritchard - S. Hauser,BOS,10,22.118333,6.0,A. Horford,J. Brown,D. White,P. Pritchard,S. Hauser
M. Turner - B. Brown - A. Nembhard - O. Toppin - B. Mathurin,IND,6,22.116667,-20.0,M. Turner,B. Brown,A. Nembhard,O. Toppin,B. Mathurin
P. Beverley - G. Antetokounmpo - B. Portis - P. Connaughton - M. Beasley,MIL,11,22.061667,-19.0,P. Beverley,G. Antetokounmpo,B. Portis,P. Connaughton,M. Beasley
D. McDermott - C. Osman - D. Vassell - T. Jones - V. Wembanyama,SAS,9,22.033333,9.0,D. McDermott,C. Osman,D. Vassell,T. Jones,V. Wembanyama
J. Jackson Jr. - D. Bane - S. Aldama - S. Pippen Jr. - G. Jackson,MEM,2,21.983333,-22.0,J. Jackson Jr.,D. Bane,S. Aldama,S. Pippen Jr.,G. Jackson
N. Batum - M. Morris Sr. - T. Harris - D. Melton - T. Maxey,PHI,4,21.983333,-25.0,N. Batum,M. Morris Sr.,T. Harris,D. Melton,T. Maxey
J. Harden - K. Leonard - N. Powell - D. Theis - T. Mann,LAC,11,21.983333,-17.0,J. Harden,K. Leonard,N. Powell,D. Theis,T. Mann
G. Niang - J. Allen - D. Garland - I. Okoro - S. Merrill,CLE,11,21.97,-6.0,G. Niang,J. Allen,D. Garland,I. Okoro,S. Merrill
C. Osman - K. Johnson - M. Branham - B. Wesley - D. Barlow,SAS,7,21.968333,-12.0,C. Osman,K. Johnson,M. Branham,B. Wesley,D. Barlow
A. Davis - D. Russell - T. Prince - C. Reddish - A. Reaves,LAL,6,21.966667,-6.0,A. Davis,D. Russell,T. Prince,C. Reddish,A. Reaves
B. Simmons - D. Finney-Smith - M. Bridges - L. Walker IV - C. Thomas,BKN,5,21.95,8.0,B. Simmons,D. Finney-Smith,M. Bridges,L. Walker IV,C. Thomas
M. Conley - R. Gobert - J. McLaughlin - N. Reid - J. McDaniels,MIN,13,21.9,23.0,M. Conley,R. Gobert,J. McLaughlin,N. Reid,J. McDaniels
C. Paul - K. Thompson - D. Šarić - G. Payton II - J. Kuminga,GSW,8,21.895,6.0,C. Paul,K. Thompson,D. Šarić,G. Payton II,J. Kuminga
I. Stewart - I. Livers - C. Cunningham - J. Ivey - A. Thompson,DET,5,21.861667,-2.0,I. Stewart,I. Livers,C. Cunningham,J. Ivey,A. Thompson
B. Bogdanovic - T. Young - D. Hunter - O. Okongwu - S. Bey,ATL,8,21.86,3.0,B. Bogdanovic,T. Young,D. Hunter,O. Okongwu,S. Bey
L. James - C. Wood - J. Hayes - A. Reaves - M. Christie,LAL,5,21.85,-7.0,L. James,C. Wood,J. Hayes,A. Reaves,M. Christie
T. Brown Jr. - J. Wiseman - C. Cunningham - J. Ivey - T. Evbuomwan,DET,2,21.833333,1.0,T. Brown Jr.,J. Wiseman,C. Cunningham,J. Ivey,T. Evbuomwan
C. Capela - D. Murray - T. Young - O. Okongwu - S. Bey,ATL,3,21.8,11.0,C. Capela,D. Murray,T. Young,O. Okongwu,S. Bey
K. Olynyk - J. Clarkson - W. Kessler - S. Fontecchio - K. George,UTA,7,21.783333,21.0,K. Olynyk,J. Clarkson,W. Kessler,S. Fontecchio,K. George
T. Jones - K. Kuzma - L. Shamet - D. Gafford - C. Kispert,WAS,5,21.778333,9.0,T. Jones,K. Kuzma,L. Shamet,D. Gafford,C. Kispert
J. Green - F. VanVleet - J. Green - A. Sengun - J. Smith Jr.,HOU,4,21.77,-3.0,J. Green,F. VanVleet,J. Green,A. Sengun,J. Smith Jr.
M. Plumlee - A. Coffey - B. Boston Jr. - B. Hyland - K. Brown,LAC,4,21.75,-24.0,M. Plumlee,A. Coffey,B. Boston Jr.,B. Hyland,K. Brown
J. Ingles - M. Wagner - C. Anthony - F. Wagner - P. Banchero,ORL,13,21.748333,14.0,J. Ingles,M. Wagner,C. Anthony,F. Wagner,P. Banchero
J. Clarkson - L. Markkanen - C. Sexton - W. Kessler - K. George,UTA,6,21.743333,-8.0,J. Clarkson,L. Markkanen,C. Sexton,W. Kessler,K. George
A. Horford - J. Tatum - D. White - L. Kornet - S. Hauser,BOS,4,21.733333,-8.0,A. Horford,J. Tatum,D. White,L. Kornet,S. Hauser
P. Mills - B. Bogdanovic - T. Young - O. Okongwu - J. Johnson,ATL,5,21.733333,-22.0,P. Mills,B. Bogdanovic,T. Young,O. Okongwu,J. Johnson
P. Siakam - O. Anunoby - G. Trent Jr. - P. Achiuwa - M. Flynn,TOR,9,21.7,6.0,P. Siakam,O. Anunoby,G. Trent Jr.,P. Achiuwa,M. Flynn
J. Tatum - L. Kornet - O. Brissett - P. Pritchard - S. Hauser,BOS,5,21.646667,23.0,J. Tatum,L. Kornet,O. Brissett,P. Pritchard,S. Hauser
W. Matthews - C. Capela - B. Bogdanovic - D. Murray - D. Hunter,ATL,4,21.633333,1.0,W. Matthews,C. Capela,B. Bogdanovic,D. Murray,D. Hunter
K. Irving - T. Hardaway Jr. - D. Jones Jr. - P. Washington - D. Gafford,DAL,9,21.623333,9.0,K. Irving,T. Hardaway Jr.,D. Jones Jr.,P. Washington,D. Gafford
P. Beverley - T. Harris - J. Embiid - K. Oubre Jr. - D. House Jr.,PHI,3,21.566667,-20.0,P. Beverley,T. Harris,J. Embiid,K. Oubre Jr.,D. House Jr.
D. Wright - B. Adebayo - C. Martin - D. Robinson - J. Jaquez Jr.,MIA,3,21.513333,13.0,D. Wright,B. Adebayo,C. Martin,D. Robinson,J. Jaquez Jr.
D. Jordan - R. Jackson - J. Holiday - J. Strawther - P. Watson,DEN,4,21.498333,23.0,D. Jordan,R. Jackson,J. Holiday,J. Strawther,P. Watson
M. Conley - K. Anderson - K. Towns - A. Edwards - J. McDaniels,MIN,7,21.483333,1.0,M. Conley,K. Anderson,K. Towns,A. Edwards,J. McDaniels
T. Young - D. Schroder - R. Barrett - I. Quickley - S. Barnes,TOR,2,21.475,0.0,T. Young,D. Schroder,R. Barrett,I. Quickley,S. Barnes
C. Paul - K. Thompson - J. Kuminga - M. Moody - T. Jackson-Davis,GSW,6,21.471667,-9.0,C. Paul,K. Thompson,J. Kuminga,M. Moody,T. Jackson-Davis
A. Burks - B. Bogdanovic - I. Hartenstein - J. Hart - M. McBride,NYK,9,21.466667,19.0,A. Burks,B. Bogdanovic,I. Hartenstein,J. Hart,M. McBride
M. Conley - R. Gobert - J. McLaughlin - N. Alexander-Walker - N. Reid,MIN,7,21.466667,5.0,M. Conley,R. Gobert,J. McLaughlin,N. Alexander-Walker,N. Reid
M. Conley - K. Anderson - N. Alexander-Walker - A. Edwards - J. McDaniels,MIN,4,21.456667,26.0,M. Conley,K. Anderson,N. Alexander-Walker,A. Edwards,J. McDaniels
P. Beverley - T. Harris - J. Embiid - D. Melton - T. Maxey,PHI,3,21.451667,-8.0,P. Beverley,T. Harris,J. Embiid,D. Melton,T. Maxey
H. Barnes - T. Lyles - D. Sabonis - D. Fox - K. Murray,SAC,5,21.416667,7.0,H. Barnes,T. Lyles,D. Sabonis,D. Fox,K. Murray
D. Schroder - P. Siakam - O. Anunoby - G. Trent Jr. - P. Achiuwa,TOR,11,21.4,-2.0,D. Schroder,P. Siakam,O. Anunoby,G. Trent Jr.,P. Achiuwa
A. Len - T. Lyles - D. Fox - M. Monk - K. Huerter,SAC,7,21.398333,1.0,A. Len,T. Lyles,D. Fox,M. Monk,K. Huerter
K. Olynyk - J. Clarkson - O. Agbaji - S. Fontecchio - K. George,UTA,3,21.383333,-15.0,K. Olynyk,J. Clarkson,O. Agbaji,S. Fontecchio,K. George
K. Johnson - T. Jones - J. Champagnie - M. Branham - V. Wembanyama,SAS,4,21.366667,1.0,K. Johnson,T. Jones,J. Champagnie,M. Branham,V. Wembanyama
K. Middleton - G. Antetokounmpo - C. Payne - B. Portis - M. Beauchamp,MIL,11,21.366667,12.0,K. Middleton,G. Antetokounmpo,C. Payne,B. Portis,M. Beauchamp
T. Brown Jr. - J. Ivey - J. Duren - M. Sasser - T. Evbuomwan,DET,2,21.366667,-26.0,T. Brown Jr.,J. Ivey,J. Duren,M. Sasser,T. Evbuomwan
S. Gilgeous-Alexander - K. Williams - I. Joe - C. Holmgren - C. Wallace,OKC,13,21.363333,-6.0,S. Gilgeous-Alexander,K. Williams,I. Joe,C. Holmgren,C. Wallace
T. Harris - K. Oubre Jr. - C. Payne - B. Hield - P. Reed,PHI,3,21.34,-1.0,T. Harris,K. Oubre Jr.,C. Payne,B. Hield,P. Reed
L. James - D. Russell - C. Wood - T. Prince - A. Reaves,LAL,5,21.336667,-11.0,L. James,D. Russell,C. Wood,T. Prince,A. Reaves
T. Rozier - M. Bridges - C. Martin - L. Ball - N. Richards,CHA,2,21.3,-7.0,T. Rozier,M. Bridges,C. Martin,L. Ball,N. Richards
K. Leonard - N. Powell - D. Theis - A. Coffey - B. Hyland,LAC,6,21.298333,0.0,K. Leonard,N. Powell,D. Theis,A. Coffey,B. Hyland
K. Anderson - M. Morris - N. Reid - A. Edwards - J. McDaniels,MIN,8,21.283333,8.0,K. Anderson,M. Morris,N. Reid,A. Edwards,J. McDaniels
L. Walker IV - D. Sharpe - T. Watford - J. Wilson - N. Clowney,BKN,5,21.266667,8.0,L. Walker IV,D. Sharpe,T. Watford,J. Wilson,N. Clowney
R. Westbrook - J. Harden - P. George - K. Leonard - N. Powell,LAC,9,21.261667,21.0,R. Westbrook,J. Harden,P. George,K. Leonard,N. Powell
K. Anderson - K. Towns - S. Milton - N. Reid - A. Edwards,MIN,10,21.256667,11.0,K. Anderson,K. Towns,S. Milton,N. Reid,A. Edwards
G. Hayward - S. Gilgeous-Alexander - I. Joe - J. Williams - C. Wallace,OKC,6,21.235,-13.0,G. Hayward,S. Gilgeous-Alexander,I. Joe,J. Williams,C. Wallace
K. Lowry - T. Harris - K. Oubre Jr. - B. Hield - M. Bamba,PHI,4,21.233333,1.0,K. Lowry,T. Harris,K. Oubre Jr.,B. Hield,M. Bamba
J. Grant - D. Ayton - M. Thybulle - A. Hagans - J. Walker,POR,2,21.223333,2.0,J. Grant,D. Ayton,M. Thybulle,A. Hagans,J. Walker
D. Gallinari - J. Poole - D. Avdija - C. Kispert - B. Coulibaly,WAS,6,21.218333,-7.0,D. Gallinari,J. Poole,D. Avdija,C. Kispert,B. Coulibaly
N. Jokic - J. Murray - M. Porter Jr. - C. Braun - P. Watson,DEN,9,21.2,10.0,N. Jokic,J. Murray,M. Porter Jr.,C. Braun,P. Watson
K. Towns - J. McLaughlin - N. Alexander-Walker - N. Reid - J. McDaniels,MIN,9,21.166667,-5.0,K. Towns,J. McLaughlin,N. Alexander-Walker,N. Reid,J. McDaniels
J. Richardson - T. Bryant - D. Robinson - H. Highsmith - T. Herro,MIA,3,21.153333,22.0,J. Richardson,T. Bryant,D. Robinson,H. Highsmith,T. Herro
S. Curry - K. Thompson - A. Wiggins - K. Looney - B. Podziemski,GSW,10,21.118333,-34.0,S. Curry,K. Thompson,A. Wiggins,K. Looney,B. Podziemski
D. Schroder - P. Siakam - O. Anunoby - P. Achiuwa - S. Barnes,TOR,9,21.108333,4.0,D. Schroder,P. Siakam,O. Anunoby,P. Achiuwa,S. Barnes
J. Grant - M. Brogdon - S. Henderson - J. Walker - T. Camara,POR,4,21.108333,-5.0,J. Grant,M. Brogdon,S. Henderson,J. Walker,T. Camara
B. Adebayo - D. Robinson - H. Highsmith - T. Herro - J. Jaquez Jr.,MIA,5,21.086667,-3.0,B. Adebayo,D. Robinson,H. Highsmith,T. Herro,J. Jaquez Jr.
L. James - C. Wood - T. Prince - R. Hachimura - A. Reaves,LAL,6,21.073333,7.0,L. James,C. Wood,T. Prince,R. Hachimura,A. Reaves
K. Thompson - C. Joseph - D. Green - J. Kuminga - B. Podziemski,GSW,4,21.063333,15.0,K. Thompson,C. Joseph,D. Green,J. Kuminga,B. Podziemski
S. Dinwiddie - D. Finney-Smith - M. Bridges - D. Sharpe - C. Thomas,BKN,5,21.05,-4.0,S. Dinwiddie,D. Finney-Smith,M. Bridges,D. Sharpe,C. Thomas
K. Olynyk - B. Brown - I. Quickley - O. Agbaji - G. Dick,TOR,4,21.05,-15.0,K. Olynyk,B. Brown,I. Quickley,O. Agbaji,G. Dick
C. Paul - K. Thompson - K. Looney - M. Moody - B. Podziemski,GSW,7,21.046667,-10.0,C. Paul,K. Thompson,K. Looney,M. Moody,B. Podziemski
L. James - A. Davis - D. Russell - T. Prince - R. Hachimura,LAL,10,21.046667,-23.0,L. James,A. Davis,D. Russell,T. Prince,R. Hachimura
T. Thompson - C. LeVert - G. Niang - D. Mitchell - S. Merrill,CLE,8,21.016667,-2.0,T. Thompson,C. LeVert,G. Niang,D. Mitchell,S. Merrill
T. McConnell - O. Toppin - A. Nesmith - J. Smith - B. Sheppard,IND,6,20.978333,3.0,T. McConnell,O. Toppin,A. Nesmith,J. Smith,B. Sheppard
K. Durant - E. Gordon - B. Beal - J. Nurkic - J. Okogie,PHX,9,20.953333,-18.0,K. Durant,E. Gordon,B. Beal,J. Nurkic,J. Okogie
K. Oubre Jr. - C. Payne - B. Hield - P. Reed - K. Martin,PHI,8,20.933333,12.0,K. Oubre Jr.,C. Payne,B. Hield,P. Reed,K. Martin
S. Curry - A. Wiggins - K. Looney - M. Moody - B. Podziemski,GSW,10,20.916667,-2.0,S. Curry,A. Wiggins,K. Looney,M. Moody,B. Podziemski
M. Brogdon - M. Thybulle - S. Henderson - T. Camara - D. Reath,POR,5,20.9,-9.0,M. Brogdon,M. Thybulle,S. Henderson,T. Camara,D. Reath
C. LeVert - D. Mitchell - M. Strus - D. Wade - E. Mobley,CLE,6,20.888333,10.0,C. LeVert,D. Mitchell,M. Strus,D. Wade,E. Mobley
C. Paul - A. Wiggins - M. Moody - T. Jackson-Davis - B. Podziemski,GSW,4,20.883333,2.0,C. Paul,A. Wiggins,M. Moody,T. Jackson-Davis,B. Podziemski
N. Batum - T. Harris - J. Embiid - K. Oubre Jr. - C. Payne,PHI,2,20.883333,-8.0,N. Batum,T. Harris,J. Embiid,K. Oubre Jr.,C. Payne
J. Valanciunas - C. McCollum - B. Ingram - T. Murphy III - D. Daniels,NOP,5,20.866667,9.0,J. Valanciunas,C. McCollum,B. Ingram,T. Murphy III,D. Daniels
K. Irving - D. Jones Jr. - M. Kleber - P. Washington - L. Doncic,DAL,5,20.841667,21.0,K. Irving,D. Jones Jr.,M. Kleber,P. Washington,L. Doncic
D. Jordan - R. Jackson - J. Holiday - J. Strawther - C. Braun,DEN,4,20.821667,-5.0,D. Jordan,R. Jackson,J. Holiday,J. Strawther,C. Braun
J. Crowder - G. Antetokounmpo - B. Portis - P. Connaughton - M. Beasley,MIL,11,20.82,21.0,J. Crowder,G. Antetokounmpo,B. Portis,P. Connaughton,M. Beasley
M. Brogdon - A. Simons - S. Sharpe - T. Camara - D. Reath,POR,6,20.816667,12.0,M. Brogdon,A. Simons,S. Sharpe,T. Camara,D. Reath
S. Dinwiddie - D. Smith Jr. - M. Bridges - L. Walker IV - N. Claxton,BKN,2,20.8,-1.0,S. Dinwiddie,D. Smith Jr.,M. Bridges,L. Walker IV,N. Claxton
M. Brogdon - R. Williams III - S. Sharpe - J. Walker - T. Camara,POR,3,20.78,10.0,M. Brogdon,R. Williams III,S. Sharpe,J. Walker,T. Camara
J. Valanciunas - Z. Williamson - N. Marshall - T. Murphy III - J. Alvarado,NOP,7,20.751667,-6.0,J. Valanciunas,Z. Williamson,N. Marshall,T. Murphy III,J. Alvarado
A. Horford - J. Tatum - L. Kornet - P. Pritchard - S. Hauser,BOS,6,20.75,19.0,A. Horford,J. Tatum,L. Kornet,P. Pritchard,S. Hauser
N. Batum - C. Payne - B. Hield - T. Maxey - P. Reed,PHI,6,20.746667,5.0,N. Batum,C. Payne,B. Hield,T. Maxey,P. Reed
B. Hield - A. Nembhard - O. Toppin - I. Jackson - B. Mathurin,IND,6,20.72,-13.0,B. Hield,A. Nembhard,O. Toppin,I. Jackson,B. Mathurin
M. Fultz - W. Carter Jr. - C. Anthony - F. Wagner - P. Banchero,ORL,6,20.716667,13.0,M. Fultz,W. Carter Jr.,C. Anthony,F. Wagner,P. Banchero
J. Valanciunas - B. Ingram - J. Robinson-Earl - D. Daniels - J. Hawkins,NOP,3,20.7,-19.0,J. Valanciunas,B. Ingram,J. Robinson-Earl,D. Daniels,J. Hawkins
J. Jackson Jr. - J. Konchar - D. Bane - S. Aldama - G. Jackson,MEM,2,20.683333,-6.0,J. Jackson Jr.,J. Konchar,D. Bane,S. Aldama,G. Jackson
K. Olynyk - J. Clarkson - J. Collins - S. Fontecchio - K. George,UTA,7,20.683333,-15.0,K. Olynyk,J. Clarkson,J. Collins,S. Fontecchio,K. George
A. Len - D. Fox - M. Monk - K. Murray - K. Ellis,SAC,6,20.675,6.0,A. Len,D. Fox,M. Monk,K. Murray,K. Ellis
T. Rozier - P. Washington - N. Richards - B. McGowens - B. Miller,CHA,2,20.666667,0.0,T. Rozier,P. Washington,N. Richards,B. McGowens,B. Miller
K. Caldwell-Pope - N. Jokic - M. Porter Jr. - C. Braun - P. Watson,DEN,8,20.661667,28.0,K. Caldwell-Pope,N. Jokic,M. Porter Jr.,C. Braun,P. Watson
K. Anderson - K. Towns - T. Brown Jr. - N. Alexander-Walker - N. Reid,MIN,7,20.645,-16.0,K. Anderson,K. Towns,T. Brown Jr.,N. Alexander-Walker,N. Reid
J. Grant - M. Thybulle - S. Henderson - J. Walker - D. Reath,POR,6,20.633333,-5.0,J. Grant,M. Thybulle,S. Henderson,J. Walker,D. Reath
J. Harden - K. Leonard - N. Powell - D. Theis - A. Coffey,LAC,7,20.63,0.0,J. Harden,K. Leonard,N. Powell,D. Theis,A. Coffey
R. Westbrook - K. Leonard - N. Powell - I. Zubac - A. Coffey,LAC,10,20.63,-4.0,R. Westbrook,K. Leonard,N. Powell,I. Zubac,A. Coffey
D. DeRozan - A. Drummond - A. Caruso - C. White - D. Terry,CHI,10,20.616667,9.0,D. DeRozan,A. Drummond,A. Caruso,C. White,D. Terry
K. Porzingis - J. Brown - D. White - P. Pritchard - S. Hauser,BOS,7,20.616667,-1.0,K. Porzingis,J. Brown,D. White,P. Pritchard,S. Hauser
M. Turner - B. Hield - T. Haliburton - A. Nesmith - J. Smith,IND,4,20.616667,5.0,M. Turner,B. Hield,T. Haliburton,A. Nesmith,J. Smith
T. Jones - K. Kuzma - M. Bagley III - C. Kispert - B. Coulibaly,WAS,7,20.613333,-19.0,T. Jones,K. Kuzma,M. Bagley III,C. Kispert,B. Coulibaly
Z. Collins - K. Johnson - D. Vassell - M. Branham - B. Wesley,SAS,8,20.6,-3.0,Z. Collins,K. Johnson,D. Vassell,M. Branham,B. Wesley
N. Batum - P. Beverley - M. Morris Sr. - K. Oubre Jr. - P. Reed,PHI,2,20.565,-13.0,N. Batum,P. Beverley,M. Morris Sr.,K. Oubre Jr.,P. Reed
M. Muscala - D. Wright - L. Shamet - D. Avdija - C. Kispert,WAS,3,20.533333,4.0,M. Muscala,D. Wright,L. Shamet,D. Avdija,C. Kispert
T. Jones - K. Kuzma - L. Shamet - D. Gafford - J. Poole,WAS,10,20.518333,-12.0,T. Jones,K. Kuzma,L. Shamet,D. Gafford,J. Poole
